,FullName,University,SubField,Bachelors,Doctorate,GoogleScholar,Drafty
892,Mohamed Sarwat,Arizona State University,mod,Cairo University,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Mohamed+Sarwat&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Mohamed%20Sarwat&searchCol=0&searchVal=Mohamed%20Sarwat
893,Dan Cosley,Cornell University,ir,Ohio State University,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Dan+Cosley&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Dan%20Cosley&searchCol=0&searchVal=Dan%20Cosley
894,Zhenhai Duan,Florida State University,comm,Shandong University,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Zhenhai+Duan&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Zhenhai%20Duan&searchCol=0&searchVal=Zhenhai%20Duan
895,Huzefa Rangwala,George Mason University,bio,Veermata Jijabai Technological Institute,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Huzefa+Rangwala&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Huzefa%20Rangwala&searchCol=0&searchVal=Huzefa%20Rangwala
896,Xiuzhen Cheng,George Washington University,act,National University of Defense Technology,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Xiuzhen+Cheng&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Xiuzhen%20Cheng&searchCol=0&searchVal=Xiuzhen%20Cheng
897,Edmond Chow,Georgia Institute of Technology,hpc,University of Waterloo,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Edmond+Chow&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Edmond%20Chow&searchCol=0&searchVal=Edmond%20Chow
898,Raj Acharya,Indiana University Bloomington,bio,University of Minnesota,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Raj+Acharya&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Raj%20Acharya&searchCol=0&searchVal=Raj%20Acharya
899,Lu Ruan,Iowa State University,comm,Tsinghua University,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Lu+Ruan&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Lu%20Ruan&searchCol=0&searchVal=Lu%20Ruan
900,Arvind,Massachusetts Institute of Technology,bed,Indian Institute of Technology Kanpur,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Arvind&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Arvind&searchCol=0&searchVal=Arvind
901,Pang-Ning Tan,Michigan State University,mlmining,University of Technology Malaysia,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Pang-Ning+Tan&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Pang-Ning%20Tan&searchCol=0&searchVal=Pang-Ning%20Tan
902,Richard J. Enbody,Michigan State University,sec,Carleton College,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Richard+J.+Enbody&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Richard%20J.%20Enbody&searchCol=0&searchVal=Richard%20J.%20Enbody
903,Amit Shesh,Northeastern University,graph,University of Mumbai,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Amit+Shesh&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Amit%20Shesh&searchCol=0&searchVal=Amit%20Shesh
904,Arthur Butz,Northwestern University,act,Massachusetts Institute of Technology,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Arthur+Butz&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Arthur%20Butz&searchCol=0&searchVal=Arthur%20Butz
905,Jie Gu,Northwestern University,hpc,Tsinghua University,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Jie+Gu&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Jie%20Gu&searchCol=0&searchVal=Jie%20Gu
906,Facundo Mémoli,Ohio State University,mlmining,Universidad de la República - Udelar,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Facundo+Mémoli&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Facundo%20Mémoli&searchCol=0&searchVal=Facundo%20Mémoli
907,Ananth Grama,Purdue University,arch,Indian Institute of Technology Roorkee,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Ananth+Grama&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Ananth%20Grama&searchCol=0&searchVal=Ananth%20Grama
908,Desheng Zhang,Rutgers University,comm,Heilongjiang University,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Desheng+Zhang&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Desheng%20Zhang&searchCol=0&searchVal=Desheng%20Zhang
909,Hui Xiong,Rutgers University,soft,University of Science and Technology of China,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Hui+Xiong&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Hui%20Xiong&searchCol=0&searchVal=Hui%20Xiong
910,Jiang Hu,Texas A&M University,act,Zhejiang University,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Jiang+Hu&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Jiang%20Hu&searchCol=0&searchVal=Jiang%20Hu
911,Hung Q. Ngo,University at Buffalo,mod,University of Minnesota,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Hung+Q.+Ngo&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Hung%20Q.%20Ngo&searchCol=0&searchVal=Hung%20Q.%20Ngo
912,Varun Chandola,University at Buffalo,mlmining,Indian Institute of Technology Madras,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Varun+Chandola&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Varun%20Chandola&searchCol=0&searchVal=Varun%20Chandola
913,Ahmed Eldawy,"University of California, Riverside",mod,Alexandria University,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Ahmed+Eldawy&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Ahmed%20Eldawy&searchCol=0&searchVal=Ahmed%20Eldawy
914,Amr Magdy,"University of California, Riverside",mod,Alexandria University,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Amr+Magdy&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Amr%20Magdy&searchCol=0&searchVal=Amr%20Magdy
915,Tao Jiang,"University of California, Riverside",act,University of Science and Technology of China,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Tao+Jiang&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Tao%20Jiang&searchCol=0&searchVal=Tao%20Jiang
916,Teofilo F. Gonzalez,"University of California, Santa Barbara",act,Monterrey Institute of Technology and Higher Education,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Teofilo+F.+Gonzalez&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Teofilo%20F.%20Gonzalez&searchCol=0&searchVal=Teofilo%20F.%20Gonzalez
917,David Mohaisen,University of Central Florida,sec,University of Minnesota,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=David+Mohaisen&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_David%20Mohaisen&searchCol=0&searchVal=David%20Mohaisen
918,My T. Thai,University of Florida,mlmining,Iowa State University,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=My+T.+Thai&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_My%20T.%20Thai&searchCol=0&searchVal=My%20T.%20Thai
919,Sanjay Ranka,University of Florida,mlmining,Indian Institute of Technology Kanpur,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Sanjay+Ranka&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Sanjay%20Ranka&searchCol=0&searchVal=Sanjay%20Ranka
920,Ioannis Pavlidis,University of Houston,bio,Democritus University of Thrace,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Ioannis+Pavlidis&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Ioannis%20Pavlidis&searchCol=0&searchVal=Ioannis%20Pavlidis
921,Nikolaos Tsekos,University of Houston,robotics,National and Kapodistrian University of Athens,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Nikolaos+Tsekos&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Nikolaos%20Tsekos&searchCol=0&searchVal=Nikolaos%20Tsekos
922,Bhaskar DasGupta,University of Illinois at Chicago,act,Jadavpur University,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Bhaskar+DasGupta&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Bhaskar%20DasGupta&searchCol=0&searchVal=Bhaskar%20DasGupta
923,Thomas G. Moher,University of Illinois at Chicago,chi,Indiana University Bloomington,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Thomas+G.+Moher&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Thomas%20G.%20Moher&searchCol=0&searchVal=Thomas%20G.%20Moher
924,Brian P. Bailey,University of Illinois at Urbana-Champaign,chi,Purdue University,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Brian+P.+Bailey&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Brian%20P.%20Bailey&searchCol=0&searchVal=Brian%20P.%20Bailey
925,Joseph K. Kearney,University of Iowa,chi,University of Minnesota,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Joseph+K.+Kearney&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Joseph%20K.%20Kearney&searchCol=0&searchVal=Joseph%20K.%20Kearney
926,Pratap Tokekar,University of Maryland,robotics,"College of Engineering, Pune",University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Pratap+Tokekar&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Pratap%20Tokekar&searchCol=0&searchVal=Pratap%20Tokekar
927,Ting Zhu,"University of Maryland, Baltimore County",bed,Zhejiang University,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Ting+Zhu&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Ting%20Zhu&searchCol=0&searchVal=Ting%20Zhu
928,Gregory H. Wakefield,University of Michigan,act,University of Minnesota,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Gregory+H.+Wakefield&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Gregory%20H.%20Wakefield&searchCol=0&searchVal=Gregory%20H.%20Wakefield
929,Chris Kauffman,University of Minnesota,bio,University of Minnesota,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Chris+Kauffman&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Chris%20Kauffman&searchCol=0&searchVal=Chris%20Kauffman
930,George Karypis,University of Minnesota,mlmining,University of Minnesota,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=George+Karypis&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_George%20Karypis&searchCol=0&searchVal=George%20Karypis
931,John V. Carlis,University of Minnesota,bio,Pennsylvania State University,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=John+V.+Carlis&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_John%20V.%20Carlis&searchCol=0&searchVal=John%20V.%20Carlis
932,Ziguo Zhong,University of Nebraska-Lincoln,hpc,Southeast University,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Ziguo+Zhong&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Ziguo%20Zhong&searchCol=0&searchVal=Ziguo%20Zhong
933,Max Schuchard,University of Tennessee,sec,University of Minnesota,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Max+Schuchard&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Max%20Schuchard&searchCol=0&searchVal=Max%20Schuchard
934,William J. Beksi,University of Texas at Arlington,robotics,Stevens Institute of Technology,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=William+J.+Beksi&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_William%20J.%20Beksi&searchCol=0&searchVal=William%20J.%20Beksi
935,Weili Wu,University of Texas at Dallas,bio,University of Wisconsin-Madison,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Weili+Wu&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Weili%20Wu&searchCol=0&searchVal=Weili%20Wu
936,James P. Cohoon,University of Virginia,act,Ramapo College,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=James+P.+Cohoon&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_James%20P.%20Cohoon&searchCol=0&searchVal=James%20P.%20Cohoon
937,Anuj Karpatne,Virginia Tech,mlmining,Indian Institute of Technology Delhi,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Anuj+Karpatne&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Anuj%20Karpatne&searchCol=0&searchVal=Anuj%20Karpatne
938,Chang-Tien Lu,Virginia Tech,mod,University of Virginia,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Chang-Tien+Lu&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Chang-Tien%20Lu&searchCol=0&searchVal=Chang-Tien%20Lu
939,Noel Schulz,Washington State University,arch,Virginia Tech,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Noel+Schulz&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Noel%20Schulz&searchCol=0&searchVal=Noel%20Schulz
940,Mark Claypool,Worcester Polytechnic Institute,comm,Colorado College,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Mark+Claypool&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Mark%20Claypool&searchCol=0&searchVal=Mark%20Claypool
941,Wing Ning Li,University of Arkansas,act,University of Iowa,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Wing+Ning+Li&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Wing%20Ning%20Li&searchCol=0&searchVal=Wing%20Ning%20Li
942,Abdeltawab Hendawi,University of Rhode Island,mod,Cairo University,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Abdeltawab+Hendawi&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Abdeltawab%20Hendawi&searchCol=0&searchVal=Abdeltawab%20Hendawi
943,Daniel Acuña,University of Colorado Boulder,ai,University of Santiago,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Daniel+Acuña&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Daniel%20Acuña&searchCol=0&searchVal=Daniel%20Acuña
944,Yanhua Li,Worcester Polytechnic Institute,ai,Sichuan University,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Yanhua+Li&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Yanhua%20Li&searchCol=0&searchVal=Yanhua%20Li
945,Tianyi Chen,Rensselaer Polytechnic Institute,comm,Fudan University,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Tianyi+Chen&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Tianyi%20Chen&searchCol=0&searchVal=Tianyi%20Chen
946,Mohamed Almekkawy,Pennsylvania State University,soft,Cairo University,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Mohamed+Almekkawy&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Mohamed%20Almekkawy&searchCol=0&searchVal=Mohamed%20Almekkawy
947,Ibrahim Sabek,University of Southern California,mod,Alexandria University,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Ibrahim+Sabek&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Ibrahim%20Sabek&searchCol=0&searchVal=Ibrahim%20Sabek
948,Yi Ding,University of Texas at Dallas,comm,Zhejiang University,University of Minnesota,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Yi+Ding&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Yi%20Ding&searchCol=0&searchVal=Yi%20Ding
949,Hasan Davulcu,Arizona State University,ai,Middle East Technical University,Stony Brook University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Hasan+Davulcu&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Hasan%20Davulcu&searchCol=0&searchVal=Hasan%20Davulcu
950,Partha Dasgupta,Arizona State University,sec,Indian Institute of Technology Kharagpur,Stony Brook University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Partha+Dasgupta&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Partha%20Dasgupta&searchCol=0&searchVal=Partha%20Dasgupta
951,Kartik Gopalan,Binghamton University,sec,University of Delhi,Stony Brook University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Kartik+Gopalan&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Kartik%20Gopalan&searchCol=0&searchVal=Kartik%20Gopalan
952,Ping Yang,Binghamton University,mlmining,Sun Yat-sen University,Stony Brook University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Ping+Yang&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Ping%20Yang&searchCol=0&searchVal=Ping%20Yang
953,Fred B. Schneider,Cornell University,sec,Cornell University,Stony Brook University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Fred+B.+Schneider&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Fred%20B.%20Schneider&searchCol=0&searchVal=Fred%20B.%20Schneider
954,Piyush Kumar,Florida State University,act,Indian Institute of Technology Kharagpur,Stony Brook University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Piyush+Kumar&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Piyush%20Kumar&searchCol=0&searchVal=Piyush%20Kumar
955,Mustaque Ahamad,Georgia Institute of Technology,sec,Birla Institute of Technology and Science,Stony Brook University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Mustaque+Ahamad&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Mustaque%20Ahamad&searchCol=0&searchVal=Mustaque%20Ahamad
956,Samik Basu,Iowa State University,soft,Jadavpur University,Stony Brook University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Samik+Basu&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Samik%20Basu&searchCol=0&searchVal=Samik%20Basu
957,Cláudio T. Silva,New York University,soft,Stony Brook University,Stony Brook University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Cláudio+T.+Silva&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Cláudio%20T.%20Silva&searchCol=0&searchVal=Cláudio%20T.%20Silva
958,Juliana Freire,New York University,mod,Universidade Federal do Ceará,Stony Brook University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Juliana+Freire&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Juliana%20Freire&searchCol=0&searchVal=Juliana%20Freire
959,Jean Honorio,Purdue University,mlmining,University of Lima,Stony Brook University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Jean+Honorio&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Jean%20Honorio&searchCol=0&searchVal=Jean%20Honorio
960,Apostolos Gerasoulis,Rutgers University,mlmining,University of Ioannina,Stony Brook University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Apostolos+Gerasoulis&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Apostolos%20Gerasoulis&searchCol=0&searchVal=Apostolos%20Gerasoulis
