,FullName,University,SubField,Bachelors,Doctorate,GoogleScholar,Drafty
2420,Dinesh Manocha,University of Maryland,graph,Indian Institute of Technology Delhi,"University of California, Berkeley",https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Dinesh+Manocha&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Dinesh%20Manocha&searchCol=0&searchVal=Dinesh%20Manocha
2421,Ming C. Lin,University of Maryland,graph,"University of California, Berkeley","University of California, Berkeley",https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Ming+C.+Lin&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Ming%20C.%20Lin&searchCol=0&searchVal=Ming%20C.%20Lin
2422,Adam W. Bargteil,"University of Maryland, Baltimore County",graph,University of Maryland,"University of California, Berkeley",https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Adam+W.+Bargteil&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Adam%20W.%20Bargteil&searchCol=0&searchVal=Adam%20W.%20Bargteil
2423,Alexandra Meliou,University of Massachusetts Amherst,act,National Technical University of Athens,"University of California, Berkeley",https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Alexandra+Meliou&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Alexandra%20Meliou&searchCol=0&searchVal=Alexandra%20Meliou
2424,Shlomo Zilberstein,University of Massachusetts Amherst,ai,Technion - Israel Institute of Technology,"University of California, Berkeley",https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Shlomo+Zilberstein&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Shlomo%20Zilberstein&searchCol=0&searchVal=Shlomo%20Zilberstein
2425,Subhransu Maji,University of Massachusetts Amherst,vision,Indian Institute of Technology Kanpur,"University of California, Berkeley",https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Subhransu+Maji&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Subhransu%20Maji&searchCol=0&searchVal=Subhransu%20Maji
2426,Yanlei Diao,University of Massachusetts Amherst,mod,Fudan University,"University of California, Berkeley",https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Yanlei+Diao&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Yanlei%20Diao&searchCol=0&searchVal=Yanlei%20Diao
2427,Atul Prakash,University of Michigan,sec,Indian Institute of Technology Delhi,"University of California, Berkeley",https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Atul+Prakash&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Atul%20Prakash&searchCol=0&searchVal=Atul%20Prakash
2428,Carl A. Miller,University of Michigan,crypt,Duke University,"University of California, Berkeley",https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Carl+A.+Miller&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Carl%20A.%20Miller&searchCol=0&searchVal=Carl%20A.%20Miller
2429,Grant Robert Schoenebeck,University of Michigan,ecom,Harvard University,"University of California, Berkeley",https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Grant+Robert+Schoenebeck&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Grant%20Robert%20Schoenebeck&searchCol=0&searchVal=Grant%20Robert%20Schoenebeck
2430,Mark W. Newman,University of Michigan,chi,Macalester College,"University of California, Berkeley",https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Mark+W.+Newman&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Mark%20W.%20Newman&searchCol=0&searchVal=Mark%20W.%20Newman
2431,Mosharaf Chowdhury,University of Michigan,comm,Bangladesh University of Engineering and Technology,"University of California, Berkeley",https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Mosharaf+Chowdhury&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Mosharaf%20Chowdhury&searchCol=0&searchVal=Mosharaf%20Chowdhury
2432,Peter M. Chen,University of Michigan,ops,Pennsylvania State University,"University of California, Berkeley",https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Peter+M.+Chen&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Peter%20M.%20Chen&searchCol=0&searchVal=Peter%20M.%20Chen
2433,Stéphane Lafortune,University of Michigan,comm,Polytechnique Montréal,"University of California, Berkeley",https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Stéphane+Lafortune&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Stéphane%20Lafortune&searchCol=0&searchVal=Stéphane%20Lafortune
2434,Westley Weimer,University of Michigan,plan,Cornell University,"University of California, Berkeley",https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Westley+Weimer&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Westley%20Weimer&searchCol=0&searchVal=Westley%20Weimer
2435,Zhuoqing Morley Mao,University of Michigan,comm,"University of California, Berkeley","University of California, Berkeley",https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Zhuoqing+Morley+Mao&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Zhuoqing%20Morley%20Mao&searchCol=0&searchVal=Zhuoqing%20Morley%20Mao
2436,Jaideep Srivastava,University of Minnesota,mod,Indian Institute of Technology Kanpur,"University of California, Berkeley",https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Jaideep+Srivastava&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Jaideep%20Srivastava&searchCol=0&searchVal=Jaideep%20Srivastava
2437,Joe Konstan,University of Minnesota,chi,Harvard University,"University of California, Berkeley",https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Joe+Konstan&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Joe%20Konstan&searchCol=0&searchVal=Joe%20Konstan
2438,Joseph A. Konstan,University of Minnesota,chi,Harvard University,"University of California, Berkeley",https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Joseph+A.+Konstan&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Joseph%20A.%20Konstan&searchCol=0&searchVal=Joseph%20A.%20Konstan
2439,Shashi Shekhar,University of Minnesota,mod,Indian Institute of Technology Kanpur,"University of California, Berkeley",https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Shashi+Shekhar&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Shashi%20Shekhar&searchCol=0&searchVal=Shashi%20Shekhar
2440,Alex Berg,"University of California, Irvine",vision,Johns Hopkins University,"University of California, Berkeley",https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Alex+Berg&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Alex%20Berg&searchCol=0&searchVal=Alex%20Berg
2441,Cynthia Sturton,University of North Carolina at Chapel Hill,sec,Arizona State University,"University of California, Berkeley",https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Cynthia+Sturton&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Cynthia%20Sturton&searchCol=0&searchVal=Cynthia%20Sturton
2442,Ketan Mayer-Patel,University of North Carolina at Chapel Hill,comm,"University of California, Berkeley","University of California, Berkeley",https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Ketan+Mayer-Patel&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Ketan%20Mayer-Patel&searchCol=0&searchVal=Ketan%20Mayer-Patel
2443,Mohit Bansal,University of North Carolina at Chapel Hill,nlp,Indian Institute of Technology Kanpur,"University of California, Berkeley",https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Mohit+Bansal&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Mohit%20Bansal&searchCol=0&searchVal=Mohit%20Bansal
2444,Ron Alterovitz,University of North Carolina at Chapel Hill,robotics,California Institute of Technology,"University of California, Berkeley",https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Ron+Alterovitz&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Ron%20Alterovitz&searchCol=0&searchVal=Ron%20Alterovitz
2445,Tamara Berg,University of North Carolina at Chapel Hill,vision,University of Wisconsin-Madison,"University of California, Berkeley",https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Tamara+Berg&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Tamara%20Berg&searchCol=0&searchVal=Tamara%20Berg
2446,Joe Sventek,University of Oregon,bed,University of Rochester,"University of California, Berkeley",https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Joe+Sventek&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Joe%20Sventek&searchCol=0&searchVal=Joe%20Sventek
2447,Anindya De,University of Pennsylvania,act,Indian Institute of Technology Kanpur,"University of California, Berkeley",https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Anindya+De&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Anindya%20De&searchCol=0&searchVal=Anindya%20De
2448,Boon Thau Loo,University of Pennsylvania,mod,"University of California, Berkeley","University of California, Berkeley",https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Boon+Thau+Loo&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Boon%20Thau%20Loo&searchCol=0&searchVal=Boon%20Thau%20Loo
2449,George J. Pappas,University of Pennsylvania,robotics,Rensselaer Polytechnic Institute,"University of California, Berkeley",https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=George+J.+Pappas&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_George%20J.%20Pappas&searchCol=0&searchVal=George%20J.%20Pappas
2450,Jianbo Shi,University of Pennsylvania,vision,Cornell University,"University of California, Berkeley",https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Jianbo+Shi&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Jianbo%20Shi&searchCol=0&searchVal=Jianbo%20Shi
2451,Shi-Kuo Chang,University of Pittsburgh,act,National Taiwan University,"University of California, Berkeley",https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Shi-Kuo+Chang&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Shi-Kuo%20Chang&searchCol=0&searchVal=Shi-Kuo%20Chang
2452,Daniel Gildea,University of Rochester,mlmining,"University of California, Berkeley","University of California, Berkeley",https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Daniel+Gildea&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Daniel%20Gildea&searchCol=0&searchVal=Daniel%20Gildea
2453,Ben Reichardt,University of Southern California,act,Stanford University,"University of California, Berkeley",https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Ben+Reichardt&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Ben%20Reichardt&searchCol=0&searchVal=Ben%20Reichardt
2454,Kai Hwang,University of Southern California,arch,National Taiwan University,"University of California, Berkeley",https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Kai+Hwang&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Kai%20Hwang&searchCol=0&searchVal=Kai%20Hwang
2455,Leonard M. Adleman,University of Southern California,act,"University of California, Berkeley","University of California, Berkeley",https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Leonard+M.+Adleman&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Leonard%20M.%20Adleman&searchCol=0&searchVal=Leonard%20M.%20Adleman
2456,Rahul Jain,University of Southern California,comm,"Kendriya Vidyalaya Indian Institute of Science, Bangalore","University of California, Berkeley",https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Rahul+Jain&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Rahul%20Jain&searchCol=0&searchVal=Rahul%20Jain
